what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452249261450
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452249263731
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1452249264950
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452249266872
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452249272946
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452249273602
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452249278714
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452249306810
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452249309841
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452249310356
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452249318530
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452249334640
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452249476623
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452249495878
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452249521063
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452249606732
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452249640807
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1452249675557
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1452249712793
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1452249720887
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1452249724897
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452249745221
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452249746330
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1452249747377
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452249753682
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452249765156
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452249789312
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452249790359
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452249792640
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452249800791
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452249807350
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1452249852917
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452249859557
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452249863559
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452249866762
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452249869513
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452249906019
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452249908555
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452249927980
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1452249937074
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452249942050
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452249943128
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452249944675
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452249979204
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452249994092
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452250040602
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452250261742
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452250270312
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1452250301509
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1452250453571
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452250456556
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1452250560761
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1452250561120
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452250561917
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452250571408
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452250572283
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452250579283
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452250637907
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1452250643069
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452250648631
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452250649993
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1452250657929
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452250660554
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1452250791982
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452250799420
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452250800354
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452250817589
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1452250883699
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452250887527
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1452250948485
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452250949978
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452250962809
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452250969622
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452251012127
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1452251031076
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452251032638
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452251033576
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452251036331
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1452251039097
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452251041078
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452251044638
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251053261
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251054480
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452251055011
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452251055667
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452251058453
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452251059953
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1452251092811
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251096986
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251097799
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452251098861
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452251100045
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452251112741
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1452251150112
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452251159292
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452251161834
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452251162396
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452251167304
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1452251177680
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452251179555
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251184370
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251185463
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452251186183
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452251186714
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.eof",1452251188214
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452251214870
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251217901
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251250465
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452251265472
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251267331
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251268239
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251287945
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251397822
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452251398618
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1452251399449
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1452251400182
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251400882
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251529032
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452251530126
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1452251531089
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452251537349
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452251543651
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452251545307
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251573501
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251635584
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452251642834
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251653596
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251664640
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251689975
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452251881482
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452251883414
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1452252040966
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452252042392
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452252043474
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452252045420
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452252063812
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452252075200
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452252103002
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452252117290
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452252121947
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452252127727
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1452252128337
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1452252128962
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452252130071
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452252140120
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1452252141474
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1452252142123
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452252142597
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452252166988
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1452252168457
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1452252171083
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452252172303
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253404051
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1452253406159
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253409383
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253420375
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452253420985
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452253421188
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253434800
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253506558
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253529956
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253530019
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1452253535675
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1452253555628
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452253573911
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452253579136
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452253585626
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1452253588238
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452253589113
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452253590019
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253650514
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253652796
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253654296
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253659138
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253689752
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253689815
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452253694462
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1452253700288
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452253702460
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452253704969
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452253709074
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1452253717298
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253718001
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253751224
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1452253754841
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253755555
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253786674
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253855474
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253893369
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253901579
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253903138
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253913449
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253915145
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1452253923429
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253930223
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253933151
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253933557
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253938415
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452253947172
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253950649
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253958526
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452253975728
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452253977849
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452253981797
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1452253991912
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452253992709
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452254986954
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1452254989682
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452254992875
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452254997625
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452254998125
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452254998313
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1452255002215
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452255004403
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1452255006465
started,bundle,org.eclipse.wst.jsdt.core,1.1.0.v201006030738,"org.eclipse.wst.jsdt.core",1452255007152
started,bundle,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui",1452255007355
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452255007855
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452255008027
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1452255008059
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452255013481
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452255018965
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452255019491
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1452255019679
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452255103854
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452255104026
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452255129164
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452255131763
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452255139652
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452255139839
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1452255215481
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1452255290177
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1452255298609
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452255549231
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452255550341
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1452255558661
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1452255559177
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1452255559364
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1452255559583
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1452255559818
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1452255565604
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452255640188
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1452255643268
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1452255648788
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1452255653779
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1452255657774
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1452255716329
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452255732991
